,date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,growth_rate,growth_accel,growth_accel_rate
2754,2020-06-08,RS,Erebango,city,4,0,True,2991.0,4306973,133.73453999999998,0.0,0.02246597600545842,-0.00506785541985149,-0.0004276672604854479
2755,2020-06-08,RS,Erechim,city,275,2,True,105862.0,4307005,259.77216,0.0073,7.0546218529046465,0.29188571951031966,-0.006208111994855492
2756,2020-06-08,RS,Ernestina,city,4,0,True,3168.0,4307054,126.26263,0.0,0.08075926641259952,0.0027274776537304663,-8.524109854457893e-05
2757,2020-06-08,RS,Erval Grande,city,12,0,True,4859.0,4307203,246.9644,0.0,0.5019091557836632,-0.006275127813539777,-0.006542350205830691
2758,2020-06-08,RS,Esmeralda,city,1,0,True,3282.0,4307401,30.46923,0.0,0.0,0.0,0.0
2759,2020-06-08,RS,Esperança do Sul,city,12,1,True,2926.0,4307450,410.1162,0.0833,0.2917953649553713,-0.014684127661482228,-0.0020313979501987785
2760,2020-06-08,RS,Espumoso,city,11,1,True,15588.0,4307500,70.5671,0.0909,0.1477924707468923,-0.004919680576023571,-0.00029876536999417033
2761,2020-06-08,RS,Estação,city,14,0,True,5958.0,4307559,234.97817999999998,0.0,0.35961279530548707,-0.0002639845024878502,-0.001675847705293463
2762,2020-06-08,RS,Estância Velha,city,30,0,True,50022.0,4307609,59.97361,0.0,0.5507336215350208,0.0003218140190699188,-0.0017928120497308609
2763,2020-06-08,RS,Esteio,city,53,1,True,83202.0,4307708,63.700390000000006,0.0189,1.2025487439764004,0.040255812443871546,-3.3569223824303624e-05
2764,2020-06-08,RS,Estrela,city,176,1,True,34116.0,4307807,515.88697,0.0057,3.6189804719678156,0.035400553467218744,-0.010633190812227283
2765,2020-06-08,RS,Farroupilha,city,288,4,True,72331.0,4307906,398.16953,0.0139,5.88866418873549,0.020773002887873728,-0.02135660033750544
2766,2020-06-08,RS,Faxinalzinho,city,22,0,True,2315.0,4308052,950.3239699999999,0.0,1.1294149255780652,0.020696328473503417,-0.02166766637910826
2767,2020-06-08,RS,Fazenda Vilanova,city,6,0,True,4533.0,4308078,132.36267,0.0,0.15404456708966827,0.0007244506198510304,-0.0004876670874211001
2768,2020-06-08,RS,Feliz,city,12,0,True,13547.0,4308102,88.5805,0.0,0.29300519569841466,0.00461279517739943,-0.0010812214960286516
2769,2020-06-08,RS,Flores da Cunha,city,29,0,True,30745.0,4308201,94.32428,0.0,0.840408836395456,0.042601876510033075,0.0012211754258490577
2770,2020-06-08,RS,Floriano Peixoto,city,10,0,True,1766.0,4308250,566.25142,0.0,0.22353885631080966,0.003137579817598599,-0.00021147974332085386
2771,2020-06-08,RS,Fontoura Xavier,city,7,0,True,10304.0,4308300,67.93478,0.0,0.1782479506880432,0.00021778939845555124,-0.000979620032220779
2772,2020-06-08,RS,Formigueiro,city,74,0,True,6664.0,4308409,1110.4441800000002,0.0,4.038081035530479,0.04002760269527523,-0.043190487046326206
2773,2020-06-08,RS,Frederico Westphalen,city,36,1,True,31313.0,4308508,114.96822,0.0278,1.0733299833529741,-0.014075576162712395,-0.00549294569316
2774,2020-06-08,RS,Garibaldi,city,416,4,True,35070.0,4308607,1186.19903,0.0096,8.79771496839617,0.07614016819038799,-0.028928818931976172
2775,2020-06-08,RS,Gaurama,city,18,0,True,5534.0,4308706,325.26202,0.0,0.6942205401823197,-0.03356668974099254,-0.008784756992835055
2776,2020-06-08,RS,General Câmara,city,12,0,True,8385.0,4308805,143.1127,0.0,0.36340014061095377,0.012780513370999839,-0.0006448189796835793
2777,2020-06-08,RS,Gentil,city,8,0,True,1634.0,4308854,489.59608,0.0,0.3121350056828538,-0.012131677388412258,-0.0035475291497810953
2778,2020-06-08,RS,Getúlio Vargas,city,9,1,True,16212.0,4308904,55.514430000000004,0.1111,0.18766647282957238,-0.0009271386281360744,-0.0006583984566893466
2779,2020-06-08,RS,Giruá,city,3,1,True,16004.0,4309001,18.74531,0.3333,0.20926648986390348,0.020421309451441317,0.00044110457376100295
2780,2020-06-08,RS,Glorinha,city,1,0,True,8098.0,4309050,12.34873,0.0,0.0,0.0,0.0
2781,2020-06-08,RS,Gramado,city,8,0,True,36232.0,4309100,22.079929999999997,0.0,0.22778028346452509,-0.014595739949551424,-0.0020816094545981338
2782,2020-06-08,RS,Gramado dos Loureiros,city,19,0,True,2082.0,4309126,912.58405,0.0,0.5911384353545023,-0.0018706574270445009,-0.0032104263322701595
2783,2020-06-08,RS,Gramado Xavier,city,1,0,True,4325.0,4309159,23.121389999999998,0.0,0.0,0.0,0.0
2784,2020-06-08,RS,Gravataí,city,95,4,True,281519.0,4309209,33.7455,0.0421,2.079322113750742,0.09658546379727083,0.006016562434855192
2785,2020-06-08,RS,Guaíba,city,61,1,True,98143.0,4309308,62.1542,0.0164,1.355964462139447,0.012616551758768744,-0.0053819895726825795
2786,2020-06-08,RS,Guaporé,city,29,0,True,25727.0,4309407,112.72203999999999,0.0,1.1626782963370066,-0.01254044720565431,-0.007934022624072674
2787,2020-06-08,RS,Harmonia,city,7,0,True,4866.0,4309555,143.85532,0.0,0.08620636350803372,0.004862878585380474,0.0005817871792729072
2788,2020-06-08,RS,Horizontina,city,10,1,True,19329.0,4309605,51.73573,0.1,0.21185639010389204,-0.003454959953761931,-0.0009582155600553006
2789,2020-06-08,RS,Humaitá,city,6,0,True,4762.0,4309704,125.99748000000001,0.0,0.1291262063310714,-0.00941266564950541,-0.00048760334711168057
2790,2020-06-08,RS,Ibiaçá,city,5,0,True,4709.0,4309803,106.17966000000001,0.0,0.0,0.0,0.0
2791,2020-06-08,RS,Ibiraiaras,city,2,0,True,7262.0,4309902,27.54062,0.0,0.13350195231878048,0.0008010181932988172,-0.009255642565385665
2792,2020-06-08,RS,Ibirapuitã,city,24,2,True,4013.0,4309951,598.05632,0.0833,0.4615576902389039,0.003399366090621618,-0.00019491863801661988
2793,2020-06-08,RS,Ibirubá,city,26,1,True,20350.0,4310009,127.76413000000001,0.0385,0.8946176173544932,0.013238560258809672,-0.003514934412472131
2794,2020-06-08,RS,Igrejinha,city,3,0,True,36899.0,4310108,8.1303,0.0,0.17169915673879524,0.0108579710032872,-0.0008207070255591013
2795,2020-06-08,RS,Ijuí,city,27,0,True,83475.0,4310207,32.345009999999995,0.0,0.7925952992742121,0.019338543612646024,-0.0015088280274765402
2796,2020-06-08,RS,Imbé,city,11,0,True,22800.0,4310330,48.24561,0.0,0.27865574139772664,0.009121569681545358,-0.0004011937222778707
2797,2020-06-08,RS,Imigrante,city,10,0,True,3120.0,4310363,320.51282000000003,0.0,0.06920581488651738,0.0006935205761320338,-0.0003587827220660555
2798,2020-06-08,RS,Independência,city,1,0,True,6167.0,4310405,16.215339999999998,0.0,0.0,0.0,0.0
2799,2020-06-08,RS,Inhacorá,city,1,0,True,2226.0,4310413,44.923629999999996,0.0,0.0,0.0,0.0
2800,2020-06-08,RS,Itacurubi,city,9,0,True,3465.0,4310553,259.74026000000003,0.0,0.0,0.0,0.0
2801,2020-06-08,RS,Itaqui,city,3,0,True,37620.0,4310603,7.974480000000001,0.0,0.06577783723630057,-6.251044041387847e-05,-0.00020049656955854476
2802,2020-06-08,RS,Itati,city,4,0,True,2419.0,4310652,165.35759,0.0,0.23514242278723627,-0.0024930345493277732,-0.006437330165345644
2803,2020-06-08,RS,Itatiba do Sul,city,3,0,True,3324.0,4310702,90.25271,0.0,0.0,0.0,0.0
2804,2020-06-08,RS,Ivoti,city,13,1,True,24293.0,4310801,53.51336,0.0769,0.20391798167592678,0.004539634221098763,-0.00023289645209989982
2805,2020-06-08,RS,Jaboticaba,city,1,0,True,3810.0,4310850,26.24672,0.0,0.0,0.0,0.0
2806,2020-06-08,RS,Jacutinga,city,2,0,True,3561.0,4310900,56.163999999999994,0.0,0.0,0.0,0.0
2807,2020-06-08,RS,Jaguarão,city,1,0,True,26680.0,4311007,3.74813,0.0,0.0,0.0,0.0
2808,2020-06-08,RS,Jaguari,city,5,2,True,10848.0,4311106,46.09145,0.4,0.13205084553279484,0.005798642251080199,0.00022682759965736746
2809,2020-06-08,RS,Jaquirana,city,2,0,True,3716.0,4311122,53.82131,0.0,0.03984201938825215,-0.0050999808985457504,-0.00077691136966321
2810,2020-06-08,RS,Júlio de Castilhos,city,15,0,True,19293.0,4311205,77.74840999999999,0.0,0.4728631138656829,-0.007722722687141088,-0.0051209750432325086
2811,2020-06-08,RS,Lagoa Vermelha,city,29,1,True,27807.0,4311304,104.29029,0.0345,0.9581450232084362,0.013224856731473222,-0.0028540148315123978
2812,2020-06-08,RS,Lajeado,city,1389,19,True,84014.0,4311403,1653.2958800000001,0.0137,27.974292057263746,-0.041914122099566596,-0.12757095414008027
2813,2020-06-08,RS,Lavras do Sul,city,13,0,True,7480.0,4311502,173.79679,0.0,0.5461104133976779,0.12615960229475676,0.02241939425932354
2814,2020-06-08,RS,Liberato Salzano,city,1,0,True,5219.0,4311601,19.16076,0.0,0.0,0.0,0.0
2815,2020-06-08,RS,Machadinho,city,6,0,True,5445.0,4311700,110.19283999999999,0.0,0.15634860516021118,-0.0012622971107050121,-0.0008331280948356448
2816,2020-06-08,RS,Maquiné,city,8,0,True,6714.0,4311775,119.15401000000001,0.0,0.31631091609239304,-0.010769940459846493,-0.004352691401654742
2817,2020-06-08,RS,Maratá,city,5,0,True,2691.0,4311791,185.80453,0.0,0.07013021383946887,0.000657262866434972,0.00033043548570819086
2818,2020-06-08,RS,Marau,city,245,5,True,44161.0,4311809,554.78816,0.0204,4.287625407551615,0.06359925574623708,-0.0008004072386840865
2819,2020-06-08,RS,Marcelino Ramos,city,5,0,True,4402.0,4311908,113.58473000000001,0.0,0.08587718817432821,-0.003036554096839857,-0.0003965980388374937
2820,2020-06-08,RS,Mariano Moro,city,13,0,True,2031.0,4312005,640.0787799999999,0.0,0.6386612013475054,0.022024855306581208,-0.002285001524731886
2821,2020-06-08,RS,Marques de Souza,city,8,0,True,4009.0,4312054,199.55101000000002,0.0,0.25856074010686636,0.0036712280551184475,-0.0012944843644551029
2822,2020-06-08,RS,Mato Castelhano,city,3,1,True,2540.0,4312138,118.11023999999999,0.3333,0.06240515218209112,0.0017461887116879593,-6.657582205349417e-05
2823,2020-06-08,RS,Mato Leitão,city,9,0,True,4515.0,4312153,199.33555,0.0,0.2672899018706212,-0.010311397057563357,-0.003119279009824311
2824,2020-06-08,RS,Maximiliano de Almeida,city,1,0,True,4377.0,4312203,22.8467,0.0,-0.2214278058507599,-0.0157904806737878,0.0026357123139068967
2825,2020-06-08,RS,Minas do Leão,city,6,0,True,8075.0,4312252,74.30341,0.0,0.10245215247156815,0.001915253708784568,-0.0006122985453233436
2826,2020-06-08,RS,Miraguaí,city,1,0,True,4925.0,4312302,20.304570000000002,0.0,0.0,0.0,0.0
2827,2020-06-08,RS,Montauri,city,6,0,True,1453.0,4312351,412.93875,0.0,0.18062048173385034,-0.001359824702992362,-0.0013891626816159672
2828,2020-06-08,RS,Monte Alegre dos Campos,city,1,0,True,3226.0,4312377,30.998140000000003,0.0,0.0,0.0,0.0
2829,2020-06-08,RS,Monte Belo do Sul,city,6,1,True,2548.0,4312385,235.47881,0.1667,0.13575568086942394,-0.0015663246653419701,-0.0008028126315984573
2830,2020-06-08,RS,Montenegro,city,76,1,True,65264.0,4312401,116.45011000000001,0.0132,1.7750939544776168,0.025543215878688748,-0.005630556749191718
2831,2020-06-08,RS,Mormaço,city,3,0,True,3085.0,4312427,97.24473,0.0,0.02534505944775637,-0.001100636061698455,-0.00014964300242017957
2832,2020-06-08,RS,Morrinhos do Sul,city,5,0,True,2949.0,4312443,169.549,0.0,0.04831862698652595,-0.0004784366248469988,-0.0006360558004347459
2833,2020-06-08,RS,Morro Reuter,city,1,0,True,6407.0,4312476,15.60793,0.0,0.0,0.0,0.0
2834,2020-06-08,RS,Muçum,city,13,0,True,4954.0,4312609,262.41421,0.0,0.29171839338673267,0.00413830650995627,-0.0009311927524977014
2835,2020-06-08,RS,Muliterno,city,5,0,True,1893.0,4312625,264.13101,0.0,0.13031557262304766,-0.00993542674670284,-0.001100615927081627
2836,2020-06-08,RS,Não-Me-Toque,city,38,1,True,17624.0,4312658,215.61507000000003,0.0263,0.8152506436479138,0.0019429728930404004,-0.002237473733398296
2837,2020-06-08,RS,Nicolau Vergueiro,city,2,0,True,1682.0,4312674,118.90606000000001,0.0,0.013975212863566127,-0.0007071827182828495,-2.194641818395303e-06
2838,2020-06-08,RS,Nonoai,city,51,1,True,11695.0,4312708,436.0838,0.0196,1.65913199616045,0.02498180459696401,-0.0033675726980600374
2839,2020-06-08,RS,Nova Alvorada,city,4,0,True,3625.0,4312757,110.34483,0.0,0.0,0.0,0.0
2840,2020-06-08,RS,Nova Araçá,city,61,1,True,4759.0,4312807,1281.78189,0.0164,2.0947270213299554,0.10602014925871144,0.007743439530470009
2841,2020-06-08,RS,Nova Bassano,city,27,0,True,9916.0,4312906,272.28721,0.0,1.001140829301667,0.021800911488458963,-0.0035617341163366933
2842,2020-06-08,RS,Nova Bréscia,city,7,0,True,3330.0,4313003,210.21021000000002,0.0,0.15832630981983553,2.0916545209940913e-05,-0.0009984269740267962
2843,2020-06-08,RS,Nova Hartz,city,2,0,True,21615.0,4313060,9.25283,0.0,0.08994876756275431,0.011768147200916262,0.0016879484625455484
2844,2020-06-08,RS,Nova Petrópolis,city,3,0,True,21353.0,4313201,14.04955,0.0,0.10501970061845146,0.0023255045269956706,-0.000945275072461708
2845,2020-06-08,RS,Nova Prata,city,31,0,True,27257.0,4313300,113.73225,0.0,0.8613931676327757,0.03249453180146353,-0.0001758670951327496
2846,2020-06-08,RS,Nova Santa Rita,city,3,0,True,29300.0,4313375,10.23891,0.0,0.08758369498413619,-0.004020604604528537,-0.001293452397934455
2847,2020-06-08,RS,Novo Barreiro,city,1,0,True,4164.0,4313490,24.01537,0.0,0.0,0.0,0.0
2848,2020-06-08,RS,Novo Hamburgo,city,186,6,True,246748.0,4313409,75.38055,0.0323,3.6187188682483225,0.05133398990859366,-0.005428105227416028
2849,2020-06-08,RS,Osório,city,43,1,True,45994.0,4313508,93.49046,0.0233,0.9433234510529116,0.0229613878007516,-0.001382154581361891
2850,2020-06-08,RS,Paim Filho,city,3,0,True,3828.0,4313607,78.36991,0.0,0.0,0.0,0.0
2851,2020-06-08,RS,Palmares do Sul,city,1,0,True,11318.0,4313656,8.83548,0.0,0.0,0.0,0.0
2852,2020-06-08,RS,Palmeira das Missões,city,70,0,True,33303.0,4313706,210.19127000000003,0.0,2.179868478141542,0.0658847109855882,-0.00458885828702365
2853,2020-06-08,RS,Panambi,city,1,0,True,43667.0,4313904,2.29006,0.0,-0.0026297363288916614,-0.001741039755830421,-0.0004493860556913266
2854,2020-06-08,RS,Pantano Grande,city,1,0,True,9174.0,4313953,10.90037,0.0,0.0,0.0,0.0
2855,2020-06-08,RS,Paraí,city,13,0,True,7657.0,4314001,169.77929,0.0,0.2624044804811814,0.003962248271377502,-0.0009732829243029181
2856,2020-06-08,RS,Paraíso do Sul,city,1,0,True,7611.0,4314027,13.138879999999999,0.0,0.0,0.0,0.0
2857,2020-06-08,RS,Pareci Novo,city,1,0,True,3837.0,4314035,26.06203,0.0,0.0,0.0,0.0
2858,2020-06-08,RS,Parobé,city,11,0,True,58272.0,4314050,18.87699,0.0,0.5585618770711732,0.02039013457392301,-0.0019993976689968752
2859,2020-06-08,RS,Passo do Sobrado,city,1,0,True,6535.0,4314076,15.302220000000002,0.0,0.0,0.0,0.0
2860,2020-06-08,RS,Passo Fundo,city,870,35,True,203275.0,4314100,427.99164,0.0402,16.944367556037328,0.1469903165067483,-0.04678337987103474
2861,2020-06-08,RS,Paverama,city,17,3,True,8487.0,4314159,200.30635,0.1765,0.594207916991323,0.02154169865737202,-0.0008757993468871566
2862,2020-06-08,RS,Pelotas,city,116,0,True,342405.0,4314407,33.878009999999996,0.0,2.4415362290512754,0.06056902895999481,-0.0026002971104823274
2863,2020-06-08,RS,Pinheiro Machado,city,2,0,True,12271.0,4314506,16.29859,0.0,0.13350195231878048,0.0008010181932988172,-0.009255642565385665
2864,2020-06-08,RS,Pinto Bandeira,city,4,1,True,3003.0,4314548,133.20013,0.25,0.0721283488005057,-0.0032712333870057613,-0.00032386474992081814
2865,2020-06-08,RS,Piratini,city,3,0,True,20663.0,4314605,14.5187,0.0,0.05794847966454045,0.002767627657520795,-0.0001375046854512048
2866,2020-06-08,RS,Planalto,city,24,0,True,10084.0,4314704,238.00079,0.0,0.7343823445027194,0.00016731483427166686,-0.0025013663021201827
2867,2020-06-08,RS,Poço das Antas,city,47,0,True,2098.0,4314753,2240.2287899999997,0.0,1.8032055385455394,0.12354721108578932,0.006052020218320857
2868,2020-06-08,RS,Pontão,city,7,0,True,3904.0,4314779,179.30328,0.0,0.1465960929774718,0.0023991232292104566,-3.7963990041584546e-07
2869,2020-06-08,RS,Ponte Preta,city,2,0,True,1547.0,4314787,129.28248,0.0,0.0,0.0,0.0
2870,2020-06-08,RS,Portão,city,19,1,True,37079.0,4314803,51.24194,0.0526,0.6384293460698003,0.02027776206418556,-0.0013363477386981455
2871,2020-06-08,RS,Porto Alegre,city,1139,44,True,1483771.0,4314902,76.76387,0.0386,19.824145863192054,0.8293435522316758,0.03271871071354947
2872,2020-06-08,RS,Porto Mauá,city,1,0,True,2374.0,4315057,42.123000000000005,0.0,0.0,0.0,0.0
2873,2020-06-08,RS,Pouso Novo,city,3,0,True,1639.0,4315131,183.03843999999998,0.0,0.0680906158043411,0.0005803695925176319,-0.0005316503891874665
2874,2020-06-08,RS,Progresso,city,23,0,True,6244.0,4315156,368.35362000000003,0.0,0.6188854098734546,-0.029408514222624173,-0.004322280497062357
2875,2020-06-08,RS,Protásio Alves,city,1,0,True,1947.0,4315172,51.36107,0.0,0.0,0.0,0.0
2876,2020-06-08,RS,Quaraí,city,15,2,True,22687.0,4315305,66.11716,0.1333,0.22741365680146602,-0.010798468546240617,-0.00047152146869169106
2877,2020-06-08,RS,Quatro Irmãos,city,1,0,True,1849.0,4315313,54.083290000000005,0.0,0.0,0.0,0.0
2878,2020-06-08,RS,Redentora,city,5,0,True,11549.0,4315404,43.29379,0.0,0.10755562957335232,0.0019164434051193314,-0.0009537323523624913
2879,2020-06-08,RS,Restinga Sêca,city,21,0,True,15789.0,4315503,133.00399,0.0,0.8061839872194451,0.034670664567490225,-0.0007162132099693088
2880,2020-06-08,RS,Rio dos Índios,city,5,0,True,2752.0,4315552,181.68605,0.0,0.21179253951912436,0.006263001632237354,-0.0011701058228589674
2881,2020-06-08,RS,Rio Grande,city,46,1,True,211005.0,4315602,21.80043,0.0217,1.0981767532713602,0.049750043168148135,0.0005529695863381325
2882,2020-06-08,RS,Rio Pardo,city,4,0,True,38275.0,4315701,10.45069,0.0,0.05742682287512486,-0.000761252397856419,-0.00019381568069162507
2883,2020-06-08,RS,Roca Sales,city,15,2,True,11393.0,4315800,131.65979,0.1333,0.3880971691823207,0.00501682023793225,-9.458729662731889e-05
2884,2020-06-08,RS,Rolante,city,6,0,True,21349.0,4316006,28.104359999999996,0.0,0.0809906736851114,-0.0016051581471509576,-0.00026182365945935535
2885,2020-06-08,RS,Ronda Alta,city,6,0,True,10601.0,4316105,56.59843000000001,0.0,0.1933752649790188,-0.0020383660887717185,-0.001343150469186512
2886,2020-06-08,RS,Rondinha,city,1,0,True,5130.0,4316204,19.49318,0.0,0.0,0.0,0.0
2887,2020-06-08,RS,Rosário do Sul,city,3,0,True,39422.0,4316402,7.609960000000001,0.0,0.050710781577669686,-0.00027052947219147254,-0.00031116050778149014
2888,2020-06-08,RS,Saldanha Marinho,city,34,4,True,2650.0,4316436,1283.0188699999999,0.1176,0.650375336519927,-0.023286526707205494,-0.000977548867165074
2889,2020-06-08,RS,Salto do Jacuí,city,18,0,True,12449.0,4316451,144.58993,0.0,0.6581159972040853,0.02755042314817927,-0.002896551707297794
2890,2020-06-08,RS,Salvador do Sul,city,2,0,True,7799.0,4316501,25.64431,0.0,0.014038535847043922,-0.0008732651716670755,2.089060047200987e-05
2891,2020-06-08,RS,Sananduva,city,19,0,True,16270.0,4316600,116.77935,0.0,0.3708146926743025,0.005928346000502869,-0.0006260141335435008
2892,2020-06-08,RS,Santa Bárbara do Sul,city,1,0,True,7994.0,4316709,12.50938,0.0,0.0,0.0,0.0
2893,2020-06-08,RS,Santa Cecília do Sul,city,4,0,True,1639.0,4316733,244.05125,0.0,0.17114687217383143,0.01042069616005939,-0.001249973796909866
2894,2020-06-08,RS,Santa Clara do Sul,city,21,0,True,6603.0,4316758,318.03726,0.0,0.446413174381472,-0.0023492218470097664,-0.0007139206702334651
2895,2020-06-08,RS,Santa Cruz do Sul,city,104,1,True,130416.0,4316808,79.74481999999999,0.0096,2.139606172965791,0.003892338450610164,-0.005409937438030531
2896,2020-06-08,RS,Santa Maria,city,280,4,True,282123.0,4316907,99.24749,0.0143,6.361792787725447,0.20289075544046095,0.0002166710663795667
2897,2020-06-08,RS,Sant'Ana do Livramento,city,40,1,True,77027.0,4317103,51.929840000000006,0.025,0.5622033736128796,-0.004333358124005865,-0.0007418415904009917
2898,2020-06-08,RS,Santa Rosa,city,26,2,True,73254.0,4317202,35.492940000000004,0.0769,0.4849229649539149,0.009839111102518417,0.0004337254459626011
2899,2020-06-08,RS,Santa Tereza,city,10,1,True,1729.0,4317251,578.369,0.1,0.3044085829616693,0.017008596095965556,0.00048632295122046077
2900,2020-06-08,RS,Santa Vitória do Palmar,city,8,0,True,29676.0,4317301,26.95781,0.0,0.6241602040260307,0.01802176698480955,-0.0121228917406953
2901,2020-06-08,RS,Santiago,city,14,0,True,49425.0,4317400,28.32575,0.0,0.32078153043427693,0.01258547836836199,0.00014680161605331037
2902,2020-06-08,RS,Santo Ângelo,city,87,5,True,77593.0,4317509,112.12352,0.0575,2.5820518532920214,0.057459772215086115,-0.006731426590093052
2903,2020-06-08,RS,Santo Antônio da Patrulha,city,9,0,True,42894.0,4317608,20.98196,0.0,0.13729242643512055,-0.0014781280705705151,-0.000595664288078581
2904,2020-06-08,RS,Santo Antônio do Palma,city,3,0,True,2128.0,4317558,140.97744,0.0,0.13465372249892973,0.015821873412915508,0.0021518888021602417
2905,2020-06-08,RS,Santo Augusto,city,1,1,True,13885.0,4317806,7.20202,1.0,0.0,0.0,0.0
2906,2020-06-08,RS,Santo Cristo,city,3,0,True,14257.0,4317905,21.0423,0.0,0.04091388153024206,-0.0010933260820456933,-0.00020835670696236298
2907,2020-06-08,RS,São Borja,city,11,0,True,60282.0,4318002,18.24757,0.0,0.2914715945101147,-0.00782335097456827,-0.0022918071923561673
2908,2020-06-08,RS,São Domingos do Sul,city,10,0,True,3074.0,4318051,325.30904,0.0,0.16873048530649146,-0.00018113090071167733,-0.0008960009439576393
2909,2020-06-08,RS,São Francisco de Assis,city,1,1,True,18335.0,4318101,5.45405,1.0,0.0,0.0,0.0
2910,2020-06-08,RS,São Francisco de Paula,city,2,0,True,21710.0,4318200,9.21234,0.0,0.0,0.0,0.0
2911,2020-06-08,RS,São Gabriel,city,56,3,True,62105.0,4318309,90.16986999999999,0.0536,1.4790326940794802,0.04540633414010095,-0.004665424616802851
2912,2020-06-08,RS,São Jerônimo,city,9,0,True,24248.0,4318408,37.11646,0.0,0.2446882373963476,-0.021068358446353658,-0.002508948427455527
2913,2020-06-08,RS,São João da Urtiga,city,1,0,True,4657.0,4318424,21.47305,0.0,0.0,0.0,0.0
2914,2020-06-08,RS,São Jorge,city,13,0,True,2824.0,4318440,460.33994,0.0,0.20804963424003597,-0.005412248038975657,-0.0008274000796168172
2915,2020-06-08,RS,São José das Missões,city,1,0,True,2537.0,4318457,39.41663,0.0,0.0,0.0,0.0
2916,2020-06-08,RS,São José do Herval,city,5,0,True,1971.0,4318465,253.67834,0.0,0.13659673960510377,-0.007028089860958638,-0.001197608513763109
2917,2020-06-08,RS,São José do Hortêncio,city,1,0,True,4804.0,4318481,20.81599,0.0,0.0,0.0,0.0
2918,2020-06-08,RS,São José do Norte,city,1,0,True,27568.0,4318507,3.62739,0.0,0.0,0.0,0.0
2919,2020-06-08,RS,São José do Ouro,city,1,0,True,6933.0,4318606,14.423770000000001,0.0,0.0,0.0,0.0
2920,2020-06-08,RS,São Leopoldo,city,293,3,True,236835.0,4318705,123.71481999999999,0.0102,5.639071925610233,0.07844495913939468,-0.008435932756069749
2921,2020-06-08,RS,São Lourenço do Sul,city,8,0,True,43582.0,4318804,18.3562,0.0,0.1537023958844734,0.004622764442641956,0.00035376649893311004
2922,2020-06-08,RS,São Luiz Gonzaga,city,10,0,True,33468.0,4318903,29.87929,0.0,0.2003899356621269,-0.012397343246968959,-0.0009826677702736175
2923,2020-06-08,RS,São Marcos,city,16,0,True,21556.0,4319000,74.22527,0.0,0.5209222643112362,0.017077836647619027,-0.0007826687203925124
2924,2020-06-08,RS,São Martinho,city,6,0,True,5426.0,4319109,110.5787,0.0,0.3677282831249206,0.0011109540665521843,-0.007748104849794791
2925,2020-06-08,RS,São Martinho da Serra,city,4,0,True,3234.0,4319125,123.68583999999998,0.0,0.14255041797594228,0.015171742476300175,-0.0010461784106286026
2926,2020-06-08,RS,São Pedro da Serra,city,7,0,True,3801.0,4319356,184.16206,0.0,0.64837752850901,0.07887695830978363,0.00754911545459963
2927,2020-06-08,RS,São Pedro do Sul,city,1,0,True,16198.0,4319406,6.1736,0.0,0.0,0.0,0.0
2928,2020-06-08,RS,São Sebastião do Caí,city,26,1,True,25685.0,4319505,101.2264,0.0385,0.48508989974000966,0.003961606956157598,-0.0012148931083630337
2929,2020-06-08,RS,São Sepé,city,27,0,True,23621.0,4319604,114.30507,0.0,1.7146106740661888,-0.08919378711487691,-0.05801449042527595
2930,2020-06-08,RS,São Valentim,city,16,0,True,3299.0,4319703,484.99545,0.0,0.794714203066387,0.009315081288682843,-0.007691961984295999
2931,2020-06-08,RS,São Valentim do Sul,city,3,0,True,2242.0,4319711,133.8091,0.0,0.06355673979242327,-0.0015985961393050801,-0.0005004170150161981
2932,2020-06-08,RS,São Valério do Sul,city,1,0,True,2727.0,4319737,36.67033,0.0,-0.006869360841121457,-0.0010289816595278635,0.00012989155120431652
2933,2020-06-08,RS,São Vendelino,city,5,0,True,2243.0,4319752,222.91574,0.0,0.1635251469015724,-0.0006851736001821961,-0.0016712718939536834
2934,2020-06-08,RS,São Vicente do Sul,city,1,0,True,8721.0,4319802,11.466569999999999,0.0,0.0,0.0,0.0
2935,2020-06-08,RS,Sapiranga,city,17,0,True,81734.0,4319901,20.79918,0.0,0.3054118985596362,0.009760359575453872,-6.926385862814644e-05
2936,2020-06-08,RS,Sapucaia do Sul,city,157,9,True,141075.0,4320008,111.28832,0.0573,3.540337561018046,0.06746162417810374,-0.007647280419820259
2937,2020-06-08,RS,Sarandi,city,25,0,True,24489.0,4320107,102.08665,0.0,0.7489597760675117,0.04410203877419688,0.0012868593651044326
2938,2020-06-08,RS,Seberi,city,2,1,True,10750.0,4320206,18.60465,0.5,0.06078517323519155,0.005070556596268079,0.0002749979619472787
2939,2020-06-08,RS,Selbach,city,3,0,True,5100.0,4320305,58.823530000000005,0.0,0.15527959212021533,-0.0017126298652910667,-0.0042553383828708
2940,2020-06-08,RS,Serafina Corrêa,city,116,1,True,17502.0,4320404,662.7814,0.0086,2.033619983014088,-0.013490063482193731,-0.006536080102164184
2941,2020-06-08,RS,Sério,city,4,0,True,1962.0,4320453,203.8736,0.0,0.04746886195536423,-0.004823995637947537,0.00032133739405333645
2942,2020-06-08,RS,Sertão,city,9,0,True,5415.0,4320503,166.20498999999998,0.0,0.2604867233597493,0.011371089743973446,-0.00019173543670656168
