,date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate,growth_rate,growth_accel,growth_accel_rate
2943,2020-06-08,RS,Soledade,city,32,0,True,31002.0,4320800,103.21915,0.0,0.4919535099570867,-0.02005945794230143,-0.0009129190457160018
2944,2020-06-08,RS,Tabaí,city,10,0,True,4719.0,4320859,211.9093,0.0,0.13083028812692565,-0.0009189864865288495,-0.0008096048300005415
2945,2020-06-08,RS,Tapejara,city,85,0,True,24111.0,4320909,352.53619,0.0,2.030843010600135,-0.0014109632452296557,-0.0065087993797354705
2946,2020-06-08,RS,Tapera,city,2,0,True,10584.0,4321006,18.89645,0.0,0.0,0.0,0.0
2947,2020-06-08,RS,Tapes,city,1,0,True,17300.0,4321105,5.78035,0.0,0.0,0.0,0.0
2948,2020-06-08,RS,Taquara,city,10,0,True,57466.0,4321204,17.40159,0.0,0.20085179524050187,0.0014814536885990705,-0.0009021970507995435
2949,2020-06-08,RS,Taquari,city,136,1,True,26862.0,4321303,506.29142,0.0074,2.3935172764245065,-0.025468026076313526,-0.006179112429992165
2950,2020-06-08,RS,Tenente Portela,city,9,0,True,13485.0,4321402,66.74082,0.0,0.4793988453547283,0.012447456847168113,-0.002370128102378969
2951,2020-06-08,RS,Terra de Areia,city,14,0,True,11204.0,4321436,124.95537,0.0,0.35230951145580025,0.000653956932482229,-0.001078409819994013
2952,2020-06-08,RS,Teutônia,city,134,0,True,33232.0,4321451,403.22581,0.0,3.4768169636506268,0.11568308120587996,-0.000900318517953262
2953,2020-06-08,RS,Tio Hugo,city,4,1,True,3030.0,4321469,132.0132,0.25,0.03977468746793502,-0.0014111766462387722,1.1553886023821903e-05
2954,2020-06-08,RS,Tiradentes do Sul,city,3,1,True,5704.0,4321477,52.594669999999994,0.3333,0.33285599215831463,0.04368717920068652,-0.001069152823298456
2955,2020-06-08,RS,Torres,city,42,1,True,38732.0,4321501,108.43746999999999,0.0238,0.5993296384752516,0.0015469776525134779,0.00011233556478484675
2956,2020-06-08,RS,Tramandaí,city,26,3,True,51715.0,4321600,50.27555,0.1154,0.5404992189547682,0.0037318451595560343,-0.0021246472861922725
2957,2020-06-08,RS,Travesseiro,city,1,0,True,2336.0,4321626,42.80822,0.0,0.0,0.0,0.0
2958,2020-06-08,RS,Três Arroios,city,4,0,True,2668.0,4321634,149.92504,0.0,0.07484946968215152,-0.002510107896893948,-0.0003667319366751212
2959,2020-06-08,RS,Três Cachoeiras,city,18,0,True,11053.0,4321667,162.85171,0.0,0.30037847441063537,-0.009766275888744052,0.0001168392794867238
2960,2020-06-08,RS,Três de Maio,city,1,0,True,23906.0,4321808,4.18305,0.0,0.0,0.0,0.0
2961,2020-06-08,RS,Três Forquilhas,city,3,0,True,2697.0,4321832,111.23471,0.0,0.0430250233114129,-0.0027059917033811828,-0.00010380178025012611
2962,2020-06-08,RS,Três Palmeiras,city,13,0,True,4271.0,4321857,304.37837,0.0,0.2709006980796608,-0.004151506376483887,-0.0011179773242490153
2963,2020-06-08,RS,Três Passos,city,94,0,True,23906.0,4321907,393.20673,0.0,2.350207659669748,-0.009710583905302904,-0.005516618749378432
2964,2020-06-08,RS,Trindade do Sul,city,48,2,True,5802.0,4321956,827.30093,0.0417,1.2926987114522643,0.0113758610871626,-0.005162734697984902
2965,2020-06-08,RS,Triunfo,city,42,1,True,29538.0,4322004,142.18972,0.0238,1.0153895456408404,0.004508371492374429,-0.003983603985763302
2966,2020-06-08,RS,Tucunduva,city,1,0,True,5678.0,4322103,17.61184,0.0,0.0,0.0,0.0
2967,2020-06-08,RS,Tunas,city,12,2,True,4569.0,4322152,262.63953,0.1667,0.2272584128825971,-0.009233620926721007,-0.0008697215625049418
2968,2020-06-08,RS,Tupanciretã,city,7,0,True,23948.0,4322202,29.23,0.0,0.2474580243960111,-0.004149143024800179,-0.0030797817911110896
2969,2020-06-08,RS,Tupandi,city,5,0,True,4855.0,4322251,102.98661,0.0,0.11938158380404028,0.007547317437681175,0.000535818961577091
2970,2020-06-08,RS,Uruguaiana,city,53,0,True,126970.0,4322400,41.74214,0.0,1.1414492821757645,0.011649988212792613,-0.0027637174872202365
2971,2020-06-08,RS,Vacaria,city,72,3,True,66218.0,4322509,108.73176000000001,0.0417,1.6773774737466716,0.021371633929036276,-0.005904961311491529
2972,2020-06-08,RS,Vale Real,city,1,0,True,5913.0,4322541,16.91189,0.0,0.0,0.0,0.0
2973,2020-06-08,RS,Vale Verde,city,10,0,True,3497.0,4322525,285.95939,0.0,0.3548251847284372,0.006998007316928662,-0.0031091256604263407
2974,2020-06-08,RS,Vanini,city,3,0,True,2113.0,4322558,141.97823,0.0,0.07407170878084231,0.0012961478887105117,-0.0005101551583303009
2975,2020-06-08,RS,Venâncio Aires,city,200,7,True,71554.0,4322608,279.50917999999996,0.035,4.106759102240031,-0.03333741921987279,-0.014148534765015028
2976,2020-06-08,RS,Vera Cruz,city,3,0,True,26863.0,4322707,11.16778,0.0,0.06999681454092635,-0.0016710510714934086,-0.0006053701621918388
2977,2020-06-08,RS,Veranópolis,city,13,0,True,26241.0,4322806,49.54079,0.0,0.2950834182455617,0.005735382706825744,-0.0005714785227327729
2978,2020-06-08,RS,Vespasiano Corrêa,city,3,0,True,1815.0,4322855,165.28926,0.0,0.28050243537201547,0.02391933624843636,-0.005392039517563737
2979,2020-06-08,RS,Viadutos,city,4,0,True,4756.0,4322905,84.10429,0.0,0.12019929614736125,0.007562947610208289,-0.00010528709427200956
2980,2020-06-08,RS,Viamão,city,66,7,True,255224.0,4323002,25.85964,0.1061,1.156519659879017,0.026014964771251137,-0.0004551330167171752
2981,2020-06-08,RS,Victor Graeff,city,4,0,True,2882.0,4323200,138.79251000000002,0.0,0.030711999304128,-0.0016380383730477406,-1.3043994183157354e-05
2982,2020-06-08,RS,Vila Flores,city,4,0,True,3385.0,4323309,118.16838999999999,0.0,0.093625576566146,-0.002461239292474528,-0.0006582466099384292
2983,2020-06-08,RS,Vila Lângaro,city,2,0,True,2091.0,4323358,95.64801999999999,0.0,0.03294707216339086,3.512733384606237e-05,-0.0002689073110920529
2984,2020-06-08,RS,Vila Maria,city,16,1,True,4358.0,4323408,367.14089,0.0625,0.33559343101858785,0.007018932555468164,-0.00023127779164550474
2985,2020-06-08,RS,Vila Nova do Sul,city,5,0,True,4280.0,4323457,116.82243000000001,0.0,0.20694522164261103,0.004922162194902812,-0.0010408365415478461
2986,2020-06-08,RS,Vista Alegre do Prata,city,1,0,True,1561.0,4323606,64.0615,0.0,0.0,0.0,0.0
2987,2020-06-08,RS,Vista Gaúcha,city,1,0,True,2851.0,4323705,35.07541,0.0,0.0,0.0,0.0
2988,2020-06-08,RS,Vitória das Missões,city,1,0,True,3133.0,4323754,31.918290000000002,0.0,0.0,0.0,0.0
2989,2020-06-08,RS,Westfália,city,8,0,True,3014.0,4323770,265.428,0.0,0.2015193586935877,-0.002277232114876875,-0.0012789755125486608
2990,2020-06-08,RS,Xangri-lá,city,3,0,True,16408.0,4323804,18.28376,0.0,0.06277136031147854,0.0029275612497339045,0.0002658203138995229
2991,2020-06-08,SC,Abdon Batista,city,2,0,True,2563.0,4200051,78.03355,0.0,0.09343629160158246,0.006708587975974596,-0.0005287002435098602
2992,2020-06-08,SC,Abelardo Luz,city,6,0,True,17904.0,4200101,33.51206,0.0,0.1806036349349031,0.0014033529647768629,-0.0007743655414518846
2993,2020-06-08,SC,Agrolândia,city,10,1,True,10864.0,4200200,92.04713000000001,0.1,0.6062793329453184,-0.004512822874002086,-0.0109066063580065
2994,2020-06-08,SC,Agronômica,city,10,1,True,5448.0,4200309,183.5536,0.1,0.3357665132710545,-0.023299084925430712,-0.00426711964895278
2995,2020-06-08,SC,Água Doce,city,8,0,True,7145.0,4200408,111.96641000000001,0.0,0.16306220651325118,0.001436998057509508,4.256638356674172e-05
2996,2020-06-08,SC,Águas de Chapecó,city,22,0,True,6486.0,4200507,339.19211,0.0,0.5009049150805522,-0.0035379733365479018,-0.0008589116422801946
2997,2020-06-08,SC,Águas Frias,city,2,0,True,2366.0,4200556,84.53085,0.0,0.07941934042451279,0.00707129843013262,0.00030165353176391787
2998,2020-06-08,SC,Águas Mornas,city,2,0,True,6469.0,4200606,30.91668,0.0,0.014374071609965596,-0.000559612677899596,-3.053350450127025e-05
2999,2020-06-08,SC,Alto Bela Vista,city,5,0,True,1937.0,4200754,258.13113,0.0,0.08520945259160513,-1.4375390894610182e-05,-0.0002931011013004868
3000,2020-06-08,SC,Anchieta,city,8,0,True,5638.0,4200804,141.89428999999998,0.0,0.18688548327901675,-0.0027699094299367135,-0.0015778411862040639
3001,2020-06-08,SC,Anita Garibaldi,city,2,0,True,7133.0,4201000,28.038690000000003,0.0,0.02575378125307569,0.00023187061811030547,-0.0001714372798285777
3002,2020-06-08,SC,Antônio Carlos,city,23,4,True,8513.0,4201208,270.17503,0.1739,0.2651613165523111,0.0012184390960333126,-0.0002308844656000265
3003,2020-06-08,SC,Arabutã,city,30,0,True,4267.0,4201273,703.07007,0.0,0.5287599782052759,-0.0007942860535706645,-0.0014139401487961508
3004,2020-06-08,SC,Araquari,city,41,0,True,38129.0,4201307,107.5297,0.0,1.0882054829600443,0.03100458709169166,0.0031630908640125715
3005,2020-06-08,SC,Araranguá,city,78,2,True,68228.0,4201406,114.32257,0.0256,1.6166706940897777,0.015159985006095026,-0.0025642506896365993
3006,2020-06-08,SC,Armazém,city,26,0,True,8674.0,4201505,299.74637,0.0,0.34818156089526653,-0.0150174400725418,-0.00028555683424267593
3007,2020-06-08,SC,Arroio Trinta,city,2,0,True,3550.0,4201604,56.33803,0.0,0.0,0.0,0.0
3008,2020-06-08,SC,Arvoredo,city,17,1,True,2240.0,4201653,758.92857,0.0588,0.49500371656332603,0.008752332015333122,-0.000654800345410622
3009,2020-06-08,SC,Ascurra,city,1,0,True,7934.0,4201703,12.60398,0.0,0.0,0.0,0.0
3010,2020-06-08,SC,Atalanta,city,3,0,True,3210.0,4201802,93.45794000000001,0.0,0.0599920146440368,-0.00886172615708816,-0.0012172369124503271
3011,2020-06-08,SC,Aurora,city,5,0,True,5679.0,4201901,88.04366999999999,0.0,0.09612157695726019,0.0014556096106766545,-0.00015978132379284224
3012,2020-06-08,SC,Balneário Arroio do Silva,city,33,1,True,13071.0,4201950,252.46729,0.0303,0.6817022023930013,0.010097115612770515,-0.0019621921467337824
3013,2020-06-08,SC,Balneário Barra do Sul,city,16,0,True,10795.0,4202057,148.21677,0.0,0.40276611326169937,0.006104628477826661,-0.0012179717278900434
3014,2020-06-08,SC,Balneário Camboriú,city,534,3,True,142295.0,4202008,375.27671000000004,0.0056,10.724035563080312,0.26397739752471744,-0.002850435873110314
3015,2020-06-08,SC,Balneário Gaivota,city,8,1,True,10979.0,4202073,72.86638,0.125,0.057710514378232415,-0.0038195331238856365,0.0001998238747123967
3016,2020-06-08,SC,Balneário Piçarras,city,53,1,True,23147.0,4212809,228.97136,0.0189,1.1719077705530567,-0.006856947785345634,-0.009837746103143094
3017,2020-06-08,SC,Balneário Rincão,city,6,0,True,12760.0,4220000,47.02194,0.0,0.12649994540139775,0.0014697426319323758,-0.0005570138448925166
3018,2020-06-08,SC,Barra Velha,city,30,0,True,29168.0,4202107,102.85244,0.0,0.7351066726194482,0.027638563985093966,0.0011109141983661377
3019,2020-06-08,SC,Bela Vista do Toldo,city,1,0,True,6337.0,4202131,15.780339999999999,0.0,0.0,0.0,0.0
3020,2020-06-08,SC,Benedito Novo,city,10,0,True,11652.0,4202206,85.82218,0.0,0.23054235876559606,-0.0009804334693103859,-0.0018912160504933936
3021,2020-06-08,SC,Biguaçu,city,57,0,True,68481.0,4202305,83.23477,0.0,1.4922695822018615,0.08696072619657391,0.005592466330568805
3022,2020-06-08,SC,Blumenau,city,698,4,True,357199.0,4202404,195.40928,0.0057,11.103008552708294,-0.03188507798121614,-0.023831590206682268
3023,2020-06-08,SC,Bombinhas,city,23,0,True,19769.0,4202453,116.34376999999999,0.0,0.8265985584002887,0.03719288714642921,-0.0003869519052703601
3024,2020-06-08,SC,Bom Jardim da Serra,city,1,0,True,4743.0,4202503,21.0837,0.0,0.0,0.0,0.0
3025,2020-06-08,SC,Botuverá,city,6,0,True,5246.0,4202701,114.37286,0.0,0.06214868613332177,-0.0006326756740641397,-4.7399529941771656e-05
3026,2020-06-08,SC,Braço do Norte,city,123,2,True,33450.0,4202800,367.713,0.0163,1.3367550346135817,-0.009026644846722335,0.0014062050623619958
3027,2020-06-08,SC,Brunópolis,city,10,0,True,2420.0,4202875,413.22314,0.0,0.0,0.0,0.0
3028,2020-06-08,SC,Brusque,city,179,0,True,134723.0,4202909,132.86521000000002,0.0,3.409940198148174,0.07624288825058001,0.0017502476834471289
3029,2020-06-08,SC,Caçador,city,26,1,True,78595.0,4203006,33.08098,0.0385,0.44273946729611174,0.005169059699503447,0.00038653797086907996
3030,2020-06-08,SC,Caibi,city,6,0,True,6148.0,4203105,97.59271,0.0,0.32401180267815066,-0.034022364234762,-0.01567622333239366
3031,2020-06-08,SC,Camboriú,city,181,5,True,82989.0,4203204,218.10119,0.0276,3.175482449848693,0.10113050651000094,0.007628603524117582
3032,2020-06-08,SC,Campo Erê,city,2,0,True,8526.0,4203501,23.45766,0.0,0.03518015149890957,0.0005823975704411652,-0.0002535588636159359
3033,2020-06-08,SC,Campos Novos,city,3,0,True,36244.0,4203600,8.27723,0.0,0.07313509543226689,-0.005743510777715797,-0.0009907845341309237
3034,2020-06-08,SC,Canelinha,city,13,0,True,12240.0,4203709,106.20915,0.0,0.3645023867978169,0.025651854674672507,0.0014437785962366763
3035,2020-06-08,SC,Canoinhas,city,76,0,True,54401.0,4203808,139.70331000000002,0.0,2.743669383986055,0.10811748403276572,-0.0011647449991757251
3036,2020-06-08,SC,Capinzal,city,3,0,True,22848.0,4203907,13.13025,0.0,0.11391020451808825,3.22603536014368e-05,-0.0011513233460901785
3037,2020-06-08,SC,Capivari de Baixo,city,35,0,True,24871.0,4203956,140.72615,0.0,0.7349319048514883,0.02320233469744784,0.0020906520389074004
3038,2020-06-08,SC,Catanduvas,city,14,0,True,10861.0,4204004,128.90157,0.0,0.20567460958605047,-0.006124115912307108,-0.00043648216509791833
3039,2020-06-08,SC,Caxambu do Sul,city,27,1,True,3642.0,4204103,741.35091,0.037000000000000005,0.6947378525777144,-0.015012670194684673,-0.005251997416762723
3040,2020-06-08,SC,Chapecó,city,1025,5,True,220367.0,4204202,465.13316,0.0049,18.59865993440461,-0.038627349020929125,-0.047244484842419616
3041,2020-06-08,SC,Cocal do Sul,city,19,1,True,16684.0,4204251,113.88156000000001,0.0526,0.37508871898226437,-0.0029864828850542434,-0.0015821921554289714
3042,2020-06-08,SC,Concórdia,city,988,11,True,74641.0,4204301,1323.6693,0.0111,23.020627268168454,0.0156311007180974,-0.10751017151724496
3043,2020-06-08,SC,Cordilheira Alta,city,4,0,True,4453.0,4204350,89.82708000000001,0.0,0.12443420680401687,0.00238177260787732,-0.0005135646322855573
3044,2020-06-08,SC,Coronel Freitas,city,5,0,True,9981.0,4204400,50.09518,0.0,0.14038543089809,0.0008954322340762322,-0.0010056579864224965
3045,2020-06-08,SC,Coronel Martins,city,4,0,True,2549.0,4204459,156.92428,0.0,0.13350195231878048,0.0008010181932988172,-0.009255642565385665
3046,2020-06-08,SC,Correia Pinto,city,2,0,True,12795.0,4204558,15.631110000000001,0.0,0.1584190338141106,0.0074664446042729425,-0.010034535446054833
3047,2020-06-08,SC,Corupá,city,62,0,True,15909.0,4204509,389.71651,0.0,3.95295711526707,0.23685357837198437,-0.009269451809105982
3048,2020-06-08,SC,Criciúma,city,413,9,True,215186.0,4204608,191.92698000000001,0.0218,6.06801665106187,-0.05689560494567856,-0.007049204879816256
3049,2020-06-08,SC,Cunha Porã,city,20,0,True,11086.0,4204707,180.40771999999998,0.0,0.6053914685994494,-0.003841253593029635,-0.0032670828358394815
3050,2020-06-08,SC,Cunhataí,city,6,0,True,1962.0,4204756,305.8104,0.0,0.5535695146268996,0.03947620168446946,-0.006589280784767253
3051,2020-06-08,SC,Curitibanos,city,18,1,True,39745.0,4204806,45.28872,0.0556,1.2788954187633768,0.07580407023279903,-0.005611105534924371
3052,2020-06-08,SC,Descanso,city,3,0,True,8250.0,4204905,36.363640000000004,0.0,0.1528981669697935,-0.004574027484865715,-0.005233750054608779
3053,2020-06-08,SC,Dionísio Cerqueira,city,2,2,True,15498.0,4205001,12.90489,1.0,0.07548936664760017,0.010523321507618524,0.001836671668396586
3054,2020-06-08,SC,Dona Emma,city,3,0,True,4146.0,4205100,72.3589,0.0,0.2073725549070592,0.00024445559598108315,-0.008595869414588451
3055,2020-06-08,SC,Entre Rios,city,101,2,True,3203.0,4205175,3153.2937899999997,0.0198,3.8511524706095654,-0.01295984830918865,-0.025590808339171368
3056,2020-06-08,SC,Ermo,city,1,0,True,2063.0,4205191,48.4731,0.0,0.0,0.0,0.0
3057,2020-06-08,SC,Erval Velho,city,1,0,True,4412.0,4205209,22.66546,0.0,0.0,0.0,0.0
3058,2020-06-08,SC,Faxinal dos Guedes,city,25,0,True,10667.0,4205308,234.36767999999998,0.0,0.5822542784633781,-0.003076901720797159,-0.002132605130927844
3059,2020-06-08,SC,Florianópolis,city,807,8,True,500973.0,4205407,161.08653,0.0099,11.871206201858163,0.14360341553371114,0.005797740734781187
3060,2020-06-08,SC,Forquilhinha,city,31,0,True,26793.0,4205456,115.70186000000001,0.0,0.653437140561667,0.002979328909105987,-0.0012376510886890784
3061,2020-06-08,SC,Fraiburgo,city,16,0,True,36443.0,4205506,43.90418,0.0,0.31831654251585895,-0.004717278900018396,0.0004330037673038954
3062,2020-06-08,SC,Galvão,city,4,0,True,2873.0,4205605,139.22728999999998,0.0,0.3683904858814266,0.023129959539089924,-0.008711454785416807
3063,2020-06-08,SC,Garopaba,city,6,1,True,23078.0,4205704,25.99879,0.1667,0.10926194245411106,0.0008269926604205477,-0.0006331119157244528
3064,2020-06-08,SC,Garuva,city,10,1,True,18145.0,4205803,55.1116,0.1,0.2633376816399388,0.001486739895289536,-0.0013926845106507384
3065,2020-06-08,SC,Gaspar,city,60,2,True,69639.0,4205902,86.15862,0.0333,1.0710187573792267,0.031112556473829496,0.002693068215797565
3066,2020-06-08,SC,Governador Celso Ramos,city,35,0,True,14471.0,4206009,241.86303999999998,0.0,0.599139153194083,0.009169667025780148,0.0008151987823977053
3067,2020-06-08,SC,Grão Pará,city,3,1,True,6569.0,4206108,45.66905,0.3333,0.05004850930133133,-0.002045669821550573,-0.00029136394378842127
3068,2020-06-08,SC,Gravatal,city,25,1,True,11501.0,4206207,217.3724,0.04,0.20121611860343283,-0.010618774353155797,-0.0002672184345442882
3069,2020-06-08,SC,Guabiruba,city,7,1,True,23832.0,4206306,29.37227,0.1429,0.1035842844799283,0.006072991663920422,0.0010271526908373913
3070,2020-06-08,SC,Guaraciaba,city,1,0,True,10090.0,4206405,9.9108,0.0,0.0,0.0,0.0
3071,2020-06-08,SC,Guaramirim,city,43,0,True,44819.0,4206504,95.94145,0.0,0.8802466437552379,-0.003956749434106696,-0.0029498651074647813
3072,2020-06-08,SC,Guatambú,city,34,0,True,4704.0,4206652,722.78912,0.0,0.8974578503440317,-0.015587727570368819,-0.003218033419782195
3073,2020-06-08,SC,Herval d'Oeste,city,9,0,True,22606.0,4206702,39.81244,0.0,0.15648112880095144,0.0035407995877870225,0.0008740060421776371
3074,2020-06-08,SC,Ibicaré,city,3,0,True,3202.0,4206801,93.69144,0.0,0.07562920447694609,0.0015065490196067553,-0.0004616288947595211
3075,2020-06-08,SC,Ibirama,city,7,0,True,18950.0,4206900,36.93931,0.0,0.29143455953061864,0.0032664273188819475,-0.002416968519233708
3076,2020-06-08,SC,Içara,city,28,0,True,56421.0,4207007,49.626909999999995,0.0,0.4514362893100309,0.007760091416299637,0.00011142894814707708
3077,2020-06-08,SC,Ilhota,city,29,0,True,14184.0,4207106,204.45571999999999,0.0,0.7679076459060846,0.034382588627501404,0.0016764893280616204
3078,2020-06-08,SC,Imbituba,city,52,0,True,44853.0,4207304,115.93427,0.0,0.8123972240003596,0.015124991955934787,0.00017453821137426967
3079,2020-06-08,SC,Imbuia,city,1,0,True,6197.0,4207403,16.13684,0.0,0.0,0.0,0.0
3080,2020-06-08,SC,Indaial,city,76,2,True,69425.0,4207502,109.47065,0.0263,1.5146690067130115,0.03574407263509259,0.0013798743394138537
3081,2020-06-08,SC,Ipira,city,6,0,True,4446.0,4207601,134.95277,0.0,0.09435966477632554,-0.004132265664760088,-0.00033616542239395345
3082,2020-06-08,SC,Ipuaçu,city,81,0,True,7514.0,4207684,1077.98776,0.0,4.016010993382164,0.2322791607004588,0.015599458435669948
3083,2020-06-08,SC,Ipumirim,city,65,0,True,7593.0,4207700,856.05163,0.0,1.2055815472577471,-0.0061730669086693234,-0.0031977226913922955
3084,2020-06-08,SC,Irani,city,56,0,True,10419.0,4207809,537.4796,0.0,0.8272168083471666,-0.03450296143298328,-0.0013450245554426751
3085,2020-06-08,SC,Irati,city,2,1,True,1930.0,4207858,103.62694,0.5,0.02078356301813997,-0.0003703529867927655,-0.00011849522677797916
3086,2020-06-08,SC,Itá,city,34,0,True,6169.0,4208005,551.1428099999999,0.0,0.8183551018713997,-0.0013942794362383846,-0.002532566081204598
3087,2020-06-08,SC,Itaiópolis,city,3,1,True,21669.0,4208104,13.844660000000001,0.3333,0.04275870668275173,-0.001175657007692613,-0.00022446110570346808
3088,2020-06-08,SC,Itajaí,city,775,14,True,219536.0,4208203,353.01727,0.0181,18.550606837615,0.9523213453715891,0.06961165477556061
3089,2020-06-08,SC,Itapema,city,69,1,True,65312.0,4208302,105.64674,0.0145,1.194935595960784,0.0011030179576396913,-0.0026664041806454234
3090,2020-06-08,SC,Itapiranga,city,6,0,True,16872.0,4208401,35.56188,0.0,0.10427800828251603,0.0002276514943556865,-0.00023378319226677837
3091,2020-06-08,SC,Itapoá,city,3,0,True,20576.0,4208450,14.58009,0.0,0.1584190338141106,-0.000621304563040853,-0.004199259634145385
3092,2020-06-08,SC,Ituporanga,city,11,1,True,25086.0,4208500,43.84916,0.0909,0.20986502229300721,-0.0009986057282803504,-0.00038714846652826185
